user_id,outstanding,credit_limit,bill,total_cash_usage,total_retail_usage,remaining_bill
2202,7250886,1.00E+07,8928570,0,0,7440418
2203,110209,5.00E+06,904452,2200000,179422,159049
2204,225328,8.00E+06,164556,0,0,227451
2205,4937197,1.00E+07,3876355,0,0,4448910
2206,21706165,2.00E+07,21887267,0,0,20807814
2207,3346290,3.00E+06,106000,0,2.00E+06,0
2208,2478375,5.00E+06,2477730,0,0,2431792
2209,4377688,7.50E+07,2006000,0,3690250,0
2210,3801319,4.00E+06,3818126,0,0,3801866
2211,101843,2.00E+07,66747,0,48192,0
2212,1763390,4500000,1763594,0,0,1484248
2213,25033882,2.50E+07,6178833,0,11693052,0
2214,1154304,2.20E+07,302171,0,4892,0
2215,21854681,2.00E+07,21697072,0,0,21748775
2216,1104283,3.00E+06,720559,0,832000,0
2217,638416,2.20E+07,578750,0,0,623851
2218,24306288,6.60E+07,3616846,0,0,11836393
2219,16657197,2.00E+07,4762948,0,4781275,22651335
2220,5775494,5.00E+06,4125626,0,4124650,0
2221,1553888,1.00E+07,835602,0,1281275,0
2222,1336430,1.00E+07,448156,0,0,390351
2223,28136349,2.60E+07,29748128,0,3756598,2.80E+07
2224,2237620,3.00E+06,2205116,0,157950,2223079
2225,7620587,1.30E+07,2158334,0,5499000,3902110
2226,26636456,2.40E+07,26296456,0,1680000,25923374
2227,15969846,2.80E+07,9188853,0,6791060,20529789
2228,8156369,8.00E+06,8006122,0,0,0
2229,4983223,6.00E+06,4982868,0,0,4972523
2230,610598,1.20E+07,322105,0,512326,0
2231,15269268,1.90E+07,1.70E+07,0,67455,14089116
2232,2043509,4.00E+06,2039852,0,5.00E+05,2202873
2233,5799884,5.00E+06,5648251,0,560000,5733184
2234,3661315,6.00E+06,615993,0,625000,781253
2235,103638,7.00E+06,64422,0,48000,0
2236,19347888,2.00E+07,2254102,0,7370663,15181859
2237,296996,7.00E+06,68000,2.00E+05,318400,0
2238,250714,1.30E+07,284864,0,0,189238
2239,3077254,3.00E+06,2763929,0,190900,3073989
2240,70141,5.00E+06,89000,0,0,57866
2241,8408559,2.60E+07,4953425,0,2989834,7631217
2242,5049151,1.20E+07,3876355,0,790765,4207886
2243,4080841,8.00E+06,4804676,0,0,3654595
2244,153430,6.40E+07,149050,0,64360,149014
2245,60354,2.00E+07,24627,0,0,103159
2246,1051780,3.00E+06,1099596,0,1060200,1435333
2247,329697,3.00E+06,308360,0,0,0
2248,23716615,2.10E+07,2.40E+07,0,0,23724451
2249,1362939,7.00E+06,886349,0,113312,318894
2250,3702425,4.00E+06,4342518,0,0,3919650
2251,50225545,5.50E+07,25172538,0,1.70E+07,34474044
2252,35135882,5.80E+07,3.50E+07,0,2555366,3.50E+07
2253,7127580,8.00E+06,6532238,0,0,7076793
2254,28803,3.00E+07,27445,0,215,40317
2255,22260087,3.70E+07,19290671,0,5383957,21308400
2256,32838862,8.00E+07,31801181,0,0,0
2257,3894479,1.10E+07,776250,0,0,723670
2258,4950056,2.00E+07,1325741,0,1090595,2422681
2259,31520568,3.00E+07,30662749,0,343000,31686793
2260,314540,2.00E+07,161999,0,240000,218541
2261,314349,1.50E+07,258110,0,48987,0
2262,13076596,1.20E+07,12931913,0,0,1.30E+07
2263,91715433,8.90E+07,14379465,0,7977663,5.60E+07
2264,20744791,2.80E+07,3806959,0,15330022,0
2265,22249408,2.00E+07,21222098,0,0,21253269
2266,10648162,1.30E+07,5565451,0,2307253,5445551
2267,1409757,5.00E+06,990191,0,0,1362939
2268,3178349,3.00E+06,3092021,0,0,3160584
2269,117735087,1.50E+08,36421372,0,9304267,96327861
2270,3433184,3.00E+06,3332075,150000,0,3465329
2271,70434,5.00E+06,38500,0,0,0
2272,32678,2.20E+07,22643,0,0,0
2273,545934,6.80E+07,556638,0,0,0
2274,629410,8.00E+06,254755,0,3.00E+05,0
2275,53544775,1.07E+08,14619206,0,22773772,0
2276,32624546,8.00E+07,31560618,0,4074077,31672329
2277,1242370,3.00E+06,635416,0,332000,0
2278,41325048,4.00E+07,28292383,0,10820700,3.20E+07
2279,3440165,3.00E+06,3340830,0,0,3427509
2280,286997,1.00E+07,238823,0,154407,39110
2281,776115,3.00E+06,544000,0,686068,0
2282,1574989,3.00E+06,1290371,0,475026,0
2283,3476134,3.00E+06,3425377,0,0,3474837
2284,1915970,6.00E+06,824087,0,278623,1488137
2285,2444737,3.00E+06,2142650,0,11215,2457471
2286,763367,1.00E+07,393757,0,659700,0
2287,4464542,7.00E+06,3845518,0,1144442,4541060
2288,6633225,9.00E+06,5847787,0,486835,5941170
2289,18850706,1.60E+07,19132608,0,1225597,18858177
2290,5022838,5.00E+06,5109155,0,0,4761871
2291,4404847,5.00E+06,224306,0,4252550,0
2292,5639077,5.00E+06,1332976,0,4574999,0
2293,5823032,8.00E+06,4520019,1500000,452025,6087796
2294,23352519,2.20E+07,22895232,0,0,22556503
2295,4031720,4.00E+06,727950,0,0,0
2296,19296619,2.00E+07,17561767,0,1820924,20115508
2297,83909,1.00E+07,91156,0,0,0
2298,73848,3.00E+06,62684,0,110,99118
2299,5683339,5.00E+06,5525784,0,0,5627579
2300,5706543,6.00E+06,703053,0,5271384,0
2301,3091353,3.00E+06,3086331,0,360300,3080827
2302,2865545,3.00E+07,2545274,0,641020,0
2303,3462205,3.00E+06,882994,0,272328,2365566
2304,6080629,7.00E+06,5397721,0,891950,6179082
2305,254653,1.00E+07,252366,0,0,245988
2306,42088249,3.70E+07,38122541,0,0,41787638
2307,1023126,8.00E+06,559273,0,502000,882887
2308,6581960,1.00E+07,6484529,0,24777,6574958
2309,6999787,7.50E+07,2502437,0,1126775,0
2310,3264378,7.00E+06,3264961,1.00E+06,0,3267770
2311,7796252,5.00E+06,6666792,0,28000,7180352
2312,2024519,2.00E+07,296045,0,320424,0
2313,9177885,8.00E+06,3709007,0,6180000,9401739
2314,1411976,4.10E+07,703682,0,160668,0
2315,10393666,7.20E+07,2123067,0,501640,0
2316,23420406,2.20E+07,22849134,5.00E+05,0,22607499
2317,6287905,7.00E+06,6211652,0,0,6302658
2318,6054590,1.30E+07,2272987,0,3991646,0
2319,8897025,9.00E+06,8337756,0,0,8764333
2320,5795805,1.10E+07,5844316,0,37128,5775494
2321,12850031,1.20E+07,7165141,0,0,14208490
2322,9534837,8.00E+06,6369596,0,23268,6697809
2323,10304928,9.00E+06,4591734,0,2220737,0
2324,3276377,3.00E+06,3278506,0,0,3278506
2325,223217,3.00E+07,183720,0,150000,0
2326,14864208,4.00E+07,14825967,0,0,13451571
2327,5957859,5.00E+06,5812467,0,180000,0
2328,4945788,5.00E+06,4941856,0,274049,4709716
2329,1019201,7.00E+06,43501,0,1096264,0
2330,9710961,9.00E+06,3988294,0,45500,8094654
2331,20187013,1.80E+07,2.00E+07,0,9.00E+06,20081277
2332,3831645,4.00E+06,4163482,,0,3594559
2333,3328598,3.00E+06,3328922,0,0,3328922
2334,68845,9.00E+06,101696,0,0,0
2335,1954189,2.00E+07,875099,0,1040601,0
2336,38228,2.60E+07,49864,0,0,30085
2337,7104230,1.00E+07,5894317,0,0,5083790
2338,5044851,7.00E+06,3719937,0,1294900,0
2339,13634044,2.00E+07,381000,0,10735576,11250000
2340,4644926,5.00E+06,2567851,0,1.00E+06,4129186
2341,6060577,2.00E+07,5863684,0,0,6097258
2342,1416698,5.90E+07,319067,0,91001,1032481
2343,10126360,9.00E+06,8607886,0,639212,0
2344,127546,1.20E+07,79292,0,55000,127084
2345,26677382,2.70E+07,20747494,0,20129998,0
2346,2645475,6.00E+06,1486229,0,1319660,1802760
2347,3053702,5.00E+06,1492575,0,286913,1393395
2348,6185924,5.00E+06,5935926,0,0,6095525
2349,2274150,5.00E+06,640378,0,9522,0
2350,137891,3.00E+06,26811,0,106000,0
2351,61794,7.00E+06,40457,0,24000,0
2352,157726,1.00E+07,149050,0,64360,0
2353,10419500,1.10E+07,10889780,0,0,10402387
2354,10781395,8.00E+07,4194000,0,1458074,1190002
2355,3051160,6.00E+06,3053702,0,2318990,3176849
2356,482864,4.00E+07,450000,0,5.00E+05,36902
2357,633716,5.90E+07,530543,0,0,459000
2358,1748701,7.20E+07,1358825,0,446920,1298311
2359,5902159,6.00E+06,5886159,0,0,5900707
2360,11834818,6.00E+07,2336048,0,0,1700295
2361,4576247,4.00E+06,1609136,0,2956902,3748425
2362,2587708,6.00E+06,1211782,0,1858455,0
2363,4789922,5.00E+06,4337390,0,336000,4794938
2364,16675853,2.00E+07,11770055,0,4149063,0
2365,4962790,1.00E+07,3052766,0,9.00E+05,2728609
2366,40737317,3.60E+07,42349773,0,0,42349773
2367,1373303,4.00E+06,850617,0,490001,0
2368,5676011,5.00E+06,2451857,0,1984281,3192224
2369,22562962,3.00E+07,24917479,0,0,22607499
2370,8662314,8.00E+06,8629519,0,1264700,8664334
2371,60588894,6.00E+07,20301425,0,0,42718434
2372,8570371,8.00E+06,8581752,0,1.00E+05,0
2373,4956816,5.00E+06,4328724,0,399400,4946176
2374,6265099,5.00E+06,7252020,0,282216,6265487
2375,4645467,4.00E+06,3524068,0,1176000,4672256
2376,1004393,5.00E+06,760700,0,336143,1028772
2377,7439373,1.90E+07,1491339,0,938180,0
2378,1250764,2.40E+07,239139,0,758900,0
2379,63241393,5.80E+07,6.30E+07,0,0,62481594
2380,12865072,1.30E+07,7165141,0,1069331,12294884
2381,4884155,4.00E+07,4092987,0,119000,3183334
2382,25514455,2.00E+07,26260153,0,0,25194203
2383,2089129,1.70E+07,2047655,0,943070,1974422
2384,2625031,3.00E+06,2512108,0,226898,0
2385,40251125,1.00E+08,5366000,0,21568052,0
2386,6893615,8.00E+06,4987281,0,1805500,6828868
2387,23530742,2.30E+07,23182107,0,1815725,23160364
2388,4249232,4.00E+06,4090246,0,0,4345914
2389,2295897,4.00E+06,795897,0,0,2346166
2390,24598634,8.40E+07,30074512,2.00E+06,0,26113817
2391,4275467,1.00E+07,1423421,0,0,2255200
2392,4411002,5.00E+06,3822924,0,659772,4473410
2393,5159535,5.00E+06,5014092,0,864967,4840790
2394,16658392,1.90E+07,16299108,0,11306408,0
2395,5025641,5.00E+06,833333,6.00E+05,20000,866864
2396,1986986,4.00E+06,579284,0,9473,0
2397,11075479,1.30E+07,11686999,0,0,1.10E+07
2398,7925482,2.80E+07,7369122,0,1650895,8212670
2399,1693400,3.00E+07,360734,0,0,0
2400,2902861,3.00E+06,1914333,0,1800000,0
2401,3319611,3.00E+06,2725426,0,0,0
2402,3001521,3.00E+06,2490839,1200000,544300,2967425
2403,550049,4.00E+07,585040,0,495000,553845
2404,15677723,2.50E+07,10333781,0,0,14722921
2405,373650,7.00E+06,210800,0,124000,0
2406,135822,7.00E+06,128750,0,0,0
2407,4342027,5.00E+06,1136807,0,4064660,0
2408,2669234,3.00E+06,2654314,0,0,2663811
2409,185654,1.40E+07,224908,0,0,0
2410,10145558,4.00E+07,9405838,0,9312110,9925022
2411,4202873,1.00E+07,2886284,0,1591277,4596158
2412,2527690,3.00E+06,2450622,0,0,2548236
2413,2115600,5.50E+07,1390068,0,682870,0
2414,4415190,5.50E+07,3760859,0,2097849,0
2415,4196652,2.30E+07,2529504,0,131000,3601657
2416,13418919,1.20E+07,13460850,0,0,13383254
2417,32027,6.00E+06,27445,0,0,0
2418,408929,3.00E+06,51649,0,422613,0
2419,2646404,3.00E+06,2554200,0,0,2609109
2420,309000,5.50E+07,316210,0,2.00E+05,0
2421,1321042,3.00E+06,512065,0,0,0
2422,3205000,3.00E+06,3704353,0,0,2786352
2423,2895997,5.00E+06,767522,0,963201,1120325
2424,27095007,2.50E+07,25508272,0,0,25923374
2425,8720844,5.10E+07,694329,0,4539325,1836264
2426,12059414,1.00E+07,1908326,0,2763430,0
2427,36141646,6.10E+07,35538214,0,4052200,34732676
2428,15970700,5.50E+07,4432869,0,4677184,0
2429,4119194,4.00E+06,3639491,350000,875334,4120778
2430,73899475,7.60E+07,65401272,0,4868758,65688530
2431,3978147,1.24E+08,1874183,0,1675211,0
2432,189153,2.70E+07,208792,0,0,166032
2433,5535639,7.00E+06,2351646,0,3839767,0
2434,7372991,2.00E+07,6871388,0,2942290,0
2435,3355367,3.00E+06,3254709,0,0,3359035
2436,3861516,7.00E+06,1347884,0,506000,0
2437,6440630,6.00E+06,5014871,0,724170,6416864
2438,3978377,6.30E+07,3263226,0,0,3931729
2439,12650000,2.00E+07,8153755,0,1500000,10138998
2440,2826509,3.00E+06,2826875,0,0,2870747
2441,2005717,6.00E+06,1284191,0,9064,0
2442,3659711,3.00E+06,3356521,0,212000,0
2443,2521380,5.00E+06,1540423,0,884000,0
2444,31454,2.90E+07,51096,0,0,41382
2445,9280202,3.00E+07,3667041,0,0,5310419
2446,1144638,2.30E+07,958432,0,989760,1169098
2447,10505984,1.00E+07,10518309,0,0,10354464
2448,18552176,3.40E+07,3630422,0,220500,6331042
2449,4893036,4.00E+06,3874137,0,1624347,4687947
2450,3483254,5.00E+06,1652900,0,0,274631
2451,4880638,9.00E+06,4118473,0,786703,2201051
2452,4346095,7.00E+06,2014521,0,530400,2010618
2453,3099049,3.00E+06,3.00E+06,0,11968,3123519
2454,4210478,5.00E+06,2561839,0,436216,2747165
2455,98371995,1.90E+08,86912483,0,43498118,0
2456,12319194,2.30E+07,12155916,0,376287,12386568
2457,4625071,1.00E+07,4161952,0,0,4566775
2458,4992889,5.00E+06,4849764,0,0,5024437
2459,21010306,1.80E+07,1665669,0,68000,21918148
2460,3932695,1.80E+07,575604,0,283294,2.00E+06
2461,915291,5.00E+06,900556,0,3569,0
2462,1529392,4.00E+06,1031984,0,316000,1403062
2463,7441089,7.00E+06,3168192,0,0,7428720
2464,6196316,6.00E+06,6203174,0,0,6272294
2465,32172040,9.00E+07,14782350,0,0,13565149
2466,8364918,2.80E+07,4091486,0,6121735,0
2467,7347156,9.00E+06,8138590,0,0,7700307
2468,13440141,1.50E+07,5124648,0,9986000,0
2469,917702,8.00E+06,738000,0,366713,0
2470,1202125,5.00E+06,945392,2.00E+05,512320,964872
2471,1114241,3.00E+06,720559,0,326000,1056080
2472,4559936,7.00E+06,4438446,0,18119,4556137
2473,140463571,1.35E+08,1.29E+08,0,0,1.39E+08
2474,515000,9.60E+07,460000,0,0,0
2475,758884,4500000,723000,0,0,731550
2476,1458830,3.00E+06,1452319,0,6420,1465126
2477,9635395,3.90E+07,3480166,0,0,3647898
2478,1149084,5.00E+06,1107988,0,1.00E+06,817447
2479,3644245,5.00E+06,3655154,0,12000,3675535
2480,3290569,7.00E+06,1009521,0,442778,1149477
2481,5941406,1.00E+07,778000,0,58600,0
2482,2844195,3.00E+06,2761354,0,11007,2768396
2483,5774855,5.00E+06,4125626,0,1462713,5788271
2484,6341721,6.00E+06,6361390,0,24842,6361426
2485,11512767,1.00E+07,11944332,0,40000,11671726
2486,3832491,6.00E+06,291752,0,3697346,0
2487,5558081,1.80E+07,1416500,0,0,4586295
2488,25082323,2.00E+07,24932323,1.00E+06,0,0
2489,2119286,3.00E+06,2262396,0,23642,2018873
2490,2669231,6.00E+06,3134473,0,0,2524449
2491,2482385,8.00E+06,715054,0,883232,2439640
2492,1915970,1.30E+07,1115838,0,829248,1103065
2493,576936,2.10E+07,605864,0,2435,605012
2494,6101033,6.00E+06,6061889,0,24000,6176953
2495,2414696,1.00E+07,1848150,0,1226580,0
2496,8128252,4.00E+07,6412241,0,4074400,0
2497,2864838,5.10E+07,1719471,0,1601666,0
2498,9106079,1.00E+07,377680,0,4911039,5934409
2499,4107824,4.00E+06,4111602,0,0,0
2500,9209434,8.00E+06,7758210,0,466160,9252639
2501,84479881,8.20E+07,7.80E+07,0,12695380,8.10E+07
2502,2280466,5.00E+06,1888780,0,470684,1943132
2503,3483170,5.00E+06,1652900,0,1557000,3110103
2504,121930,2.00E+07,110000,0,0,0
2505,9313828,8.00E+06,9314475,0,611000,9272717
2506,62162,7.00E+06,44136,0,0,0
2507,5467988,5.70E+07,1068415,0,536361,0
2508,3209024,3.00E+06,3938300,0,53000,3298219
2509,5254355,5.00E+06,6014828,0,419900,5170010
2510,6257506,1.00E+07,4366274,0,157900,5219204
2511,6005176,7.00E+06,4426056,0,27793,6260350
2512,1124563,1.00E+07,135000,0,5.00E+05,1862891
2513,4441807,1.50E+07,3805332,0,0,4248889
2514,4563271,7.00E+06,2261464,2.00E+06,881808,0
2515,4654103,9.00E+06,2238232,1.00E+06,1277270,4637440
2516,231603,1.00E+07,187973,0,744,0
2517,6312658,5.00E+06,5864598,0,0,5962467
2518,3781254,7.00E+06,951087,0,0,2010018
2519,9574549,8.00E+06,9382533,0,252998,0
2520,20957015,9.30E+07,5989249,0,1131636,0
2521,211690,7.00E+06,118102,0,108950,165107
2522,4024240,4.00E+06,4.00E+06,0,0,4031287
2523,2978710,3.00E+06,2962670,0,0,3006417
2524,17005610,1.50E+07,7796650,2.00E+06,7.00E+06,10113019
2525,3256035,4.00E+06,543500,0,3217000,0
2526,5989690,8.00E+06,5972818,0,0,6493285
2527,4458551,5.00E+06,3822924,0,363760,4468650
2528,5809356,6.00E+06,1119514,0,3050480,5903340
2529,2082521,6.00E+06,835848,0,278623,1461094
2530,1221090,8.00E+07,121635,0,986500,1217929
2531,8431887,2.60E+07,4152781,0,562000,9364156
2532,181233681,2.15E+08,45479233,0,81802796,62775844
2533,19537087,4.90E+07,3532880,0,3961705,0
2534,5364099,4.00E+06,5136558,3.00E+05,229400,5361730
2535,3012199,5.50E+07,1506000,0,641020,1674738
2536,46146214,5.40E+07,4.40E+07,0,4784482,43079505
2537,4814751,5.00E+06,4680828,0,0,4821850
2538,6026938,5.00E+06,6012764,0,0,6012764
2539,54078227,5.20E+07,52145313,0,8270810,54213589
2540,279072,1.00E+07,259000,0,0,0
2541,77697852,8.50E+07,59342227,0,48784970,0
2542,9313828,9.00E+06,9282945,0,0,9282945
2543,8106610,7.00E+06,7642722,0,1480000,8590589
2544,2542799,4.00E+06,2550927,0,0,2517390
2545,4113465,2.20E+07,1048063,0,0,0
2546,7680264,1.10E+07,87899,0,849385,0
2547,34084,5.00E+06,22000,0,0,0
2548,3706510,3.00E+06,3702577,0,12000,3701558
2549,3563822,3.00E+06,3233720,0,487670,0
2550,1866973,8.00E+06,1170813,0,823840,1855994
2551,157524,3.00E+06,40000,0,72000,33264
2552,88175527,9.10E+07,1.00E+07,0,7977663,70516657
2553,4359047,4.00E+06,2520729,0,17685,3934440
2554,7847745,6.00E+06,7838693,0,0,7524884
2555,1608227,3.00E+06,1517382,0,0,0
2556,9224007,9.00E+06,3709007,880000,663470,3.00E+06
2557,1087460,5.00E+06,519616,0,1024300,0
2558,420240,2.90E+07,322733,0,89000,0
2559,3843019,4.00E+06,3851616,0,0,3829442
2560,33225039,3.00E+07,20554532,0,10069405,31827485
2561,15548485,7.50E+07,7877752,0,12296900,18444076
2562,4678493,8.00E+06,4402760,0,72000,4676255
2563,12118909,2.00E+07,8296885,0,3669150,11796156
2564,6162000,5.00E+06,6013240,0,0,6176953
2565,17650302,2.10E+07,4331964,0,11747215,12059414
2566,2038177,1.00E+07,418864,0,1599000,0
2567,51607,9.00E+06,26727,0,18000,0
2568,6281285,6.00E+06,366000,0,6336000,0
2569,9910578,8.00E+06,9795006,0,0,9914428
2570,6776387,6.00E+06,6454198,0,714000,6828805
2571,26222534,2.70E+07,20837312,0,7443835,25447183
2572,3991587,5.00E+06,2383063,0,1497575,4017197
2573,3068983,2.30E+07,1501713,0,1758278,736974
2574,2290982,5.00E+06,2224254,0,2100000,2299707
2575,3012344,5.00E+06,571448,0,0,569428
2576,84479881,1.00E+08,20360024,0,16500000,64606111
2577,69777,3.00E+06,98139,0,0,0
2578,18654578,2.00E+07,21441536,0,0,0
2579,29500635,5.30E+07,27262725,0,0,2436700
2580,2013745,3.00E+06,2159801,0,2140150,0
2581,841354,5.00E+06,838682,0,3280,841678
2582,5012582,5.00E+06,4861230,0,0,5061063
2583,6954948,9.00E+06,6731500,0,31565,6927660
2584,1905394,6.30E+07,1353092,0,6.00E+05,1298311
2585,2748559,3.00E+06,1813934,0,941257,2827893
2586,13656326,4.80E+07,1603914,0,12888992,0
2587,2650663,3.00E+06,303984,0,11604,1613188
2588,16589186,5.20E+07,5504783,0,3803088,0
2589,12841570,2.00E+07,13576388,0,0,13606561
2590,1098470,5.00E+06,1066075,0,291600,106884
2591,5676011,5.00E+06,4607553,0,143450,5691653
2592,15773049,9.50E+07,7479917,0,4664795,0
2593,495473,2.50E+07,968815,0,0,248687
2594,3322747,4.00E+06,3232205,3.00E+05,0,3345016
2595,26530,7.00E+06,22684,0,235,38737
2596,2872129,3.00E+06,673238,0,11546,2820773
2597,418000,5.00E+06,401165,0,0,259795
2598,3318739,7.00E+06,1009521,0,1031000,0
2599,7397161,1.50E+07,7404069,0,1196000,7307431
2600,383159,3.00E+07,151022,0,238000,0
2601,7620587,7.00E+06,3940192,0,0,4320494
2602,100165239,2.00E+08,65613123,0,9304267,99422943
2603,3224027,2.00E+07,3042401,0,0,3133673
2604,3032083,3.00E+06,2335133,0,709358,3034456
2605,994786,3.00E+06,669334,0,0,859832
2606,5708772,5.00E+06,5561734,0,1220250,5882683
2607,2550067,3.00E+06,1600979,2.00E+05,7.00E+05,2398280
2608,616455,1.00E+07,208250,0,759400,59976
2609,7768199,6.00E+06,7038215,0,161999,7631938
2610,4367982,7.50E+07,3485311,0,3250000,3632130
2611,1294436,5.00E+06,95228,0,48192,0
2612,126948,7.00E+06,125500,0,500,0
2613,10148363,1.00E+07,10636059,0,0,10275332
2614,391064,1.30E+07,213840,0,294535,0
2615,2675139,3.00E+06,2646629,0,0,2646629
2616,3682662,4.00E+07,1450971,0,1078187,1674738
2617,9634152,1.00E+07,3936173,0,1095473,1071200
2618,5148469,5.00E+06,5007495,0,0,5168740
2619,84952167,9.00E+07,12493935,0,5617070,51315303
2620,82447,7.00E+06,62000,0,0,80345
2621,7333730,7.00E+06,7332833,0,458136,7332721
2622,22639309,2.50E+07,24917479,0,1055000,21826646
2623,28117534,4.60E+07,26688532,1300000,1525136,27808639
2624,7747123,3.00E+06,7743424,0,0,7724529
2625,257500,9.00E+06,263419,0,0,0
2626,4874650,5.00E+06,3666209,0,1.00E+06,0
2627,9271155,1.30E+07,9663157,0,0,9357338
2628,1202125,1.15E+08,89264,0,1072231,0
2629,1036996,5.00E+06,286294,0,0,0
2630,8082089,5.10E+07,1482667,0,1603000,0
2631,3346290,2.00E+07,2349114,0,1250795,3348957
2632,11413264,1.20E+07,11474871,0,3235780,13663444
2633,6326335,1.00E+07,3222918,0,2756901,0
2634,3063756,2.00E+07,2349114,0,0,2318785
2635,6035695,6.00E+06,6054680,0,5.00E+05,6112336
2636,518438,3.00E+06,182541,0,0,0
2637,3034574,3.00E+06,3037615,0,219000,3034574
2638,6697186,8.00E+06,5805465,0,6.00E+05,5687777
2639,3730335,3.00E+06,3627832,0,0,3480917
2640,42637,5.00E+06,56235,,0,0
2641,7921674,7.00E+06,4569438,0,5.00E+05,0
2642,124938368,1.03E+08,71243816,0,1715956,1.33E+08
2643,254514,5.00E+06,229312,0,53800,250714
2644,5709474,5.00E+06,5921149,0,50000,5698981
2645,4729753,1.00E+07,4566155,0,0,4899610
2646,16710336,8.70E+07,10742287,0,1295384,0
2647,4505766,7.00E+06,1127962,0,794199,0
2648,592000,5.00E+06,574361,0,0,594180
2649,3102162,3.00E+06,2837148,0,209475,3099255
2650,3472763,5.00E+06,3470469,0,0,3455465
2651,6098954,2.90E+07,2805375,0,1311092,0
2652,4374323,5.00E+06,1580270,0,963500,1267544
2653,3931729,4.00E+06,3955506,0,0,3981750
2654,330105,7.30E+07,301316,0,67485,0
2655,1410800,1.90E+07,765909,0,8550,0
2656,6097598,5.70E+07,3695173,0,3586300,0
2657,1937295,6.20E+07,1065626,0,1.00E+05,0
2658,8794110,8.00E+06,8795093,0,8563000,0
2659,5664700,5.00E+06,4607553,0,637697,5603019
2660,16630357,1.50E+07,6017508,0,1020682,1.90E+07
2661,1726365,5.00E+06,780626,0,683955,998744
2662,11260244,4.80E+07,1.10E+07,0,6251500,10888509
2663,31918771,4.10E+07,3.70E+07,0,167485,36071255
2664,101083,1.10E+07,1.00E+05,0,0,67877
2665,51539617,5.00E+07,15598673,0,29561000,27097583
2666,11425897,1.20E+07,11474871,0,746423,11385656
2667,12136069,7.20E+07,3973334,0,1118610,0
2668,15512909,4.00E+07,8285116,0,6223295,26852995
2669,23247671,2.00E+07,23099520,0,108000,23091554
2670,18276017,1.70E+07,5297805,0,0,16637075
2671,856646,1.00E+07,426688,0,416666,0
2672,4634784,5.00E+06,4644297,0,0,4617334
2673,1362939,8.00E+06,804215,0,0,840219
2674,35691900,5.90E+07,36456796,0,2768375,0
2675,2268432,5.00E+06,2187899,0,1156140,0
2676,16935406,1.50E+07,16541158,0,51700,16708616
2677,2530927,5.80E+07,228683,0,0,2389857
2678,922559,5.90E+07,573054,0,321058,1144877
2679,6015154,5.00E+06,5799152,0,0,0
2680,15548485,9.70E+07,12104822,0,1620915,15435636
2681,34142769,5.20E+07,17434838,0,265000,0
2682,3805295,5.00E+06,1970856,0,886970,0
2683,81176385,8.00E+07,82199280,0,0,65130210
2684,4473952,5.00E+06,4461797,0,2.00E+05,4606610
2685,2557805,3.00E+06,609150,0,0,2506123
2686,3645113,8.00E+06,965639,0,8.00E+05,0
2687,59801271,5.50E+07,16386957,0,939750,5.60E+07
2688,835251,7.00E+06,833132,0,808500,0
2689,5125963,5.00E+06,4942692,0,5.00E+05,5063068
2690,35095642,4.00E+07,44295786,0,347335,36346894
2691,2542799,3.80E+07,916436,0,1274850,2517950
2692,1283883,2.70E+07,9.00E+05,0,1035673,0
2693,11930795,1.00E+07,11774340,0,204000,1.20E+07
2694,382100,9.00E+06,228670,0,198792,446520
2695,6478446,6.00E+06,6210383,0,0,6464076
2696,1035822,3.00E+06,315403,0,595708,0
2697,5616709,5.00E+06,1848579,0,3593822,0
2698,22740954,5.10E+07,21503974,0,385550,0
2699,1948089,3.00E+06,1249572,0,0,1376202
2700,26654730,2.30E+07,26437602,0,0,26663843
2701,4558521,4.00E+06,4018947,0,225000,4010895
2702,5851135,1.00E+07,5412376,0,1700000,5315762
2703,1825466,8.00E+06,740078,0,1115000,0
2704,16898370,4.60E+07,8057121,0,704000,0
2705,4409874,9.00E+06,4332307,0,16000,4387152
2706,1523351,2.70E+07,1462113,0,1478400,0
2707,1758775,5.00E+06,1744592,0,0,1743509
2708,1030389,1.00E+07,1029914,0,4028,0
2709,21631751,2.30E+07,2.50E+07,0,3338237,22319647
2710,31957181,8.00E+07,29144221,0,525900,33059479
2711,60032035,5.90E+07,6.00E+07,0,0,6.00E+07
2712,3203719,3.00E+06,3071572,0,0,0
2713,2765435,3.00E+06,2691878,0,275100,2710691
2714,6705469,5.40E+07,5270605,0,26798,0
2715,249376,5.00E+06,254083,0,0,0
2716,298055,5.00E+06,264110,0,0,0
2717,7270280,3.00E+07,1568158,0,0,0
2718,3503905,5.00E+06,2643597,0,1079448,2878408
2719,5743962,5.00E+06,530210,0,4343843,0
2720,22773190,2.10E+07,20454817,0,4909485,22594676
2721,2920734,7.00E+06,2919897,0,0,2930878
2722,2682207,3.00E+06,909586,1300000,0,2646177
2723,3480917,3.00E+06,1885510,0,2048968,2662112
2724,3921313,5.00E+06,3807051,0,0,3926554
2725,1526133,3.00E+06,1481683,0,259450,1526133
2726,6139092,6.00E+06,2473701,0,1031399,5273817
2727,508454,2.40E+07,5.00E+05,0,1904,491123
2728,544280,3.00E+06,537052,0,0,553764
2729,5213854,1.00E+07,2117641,0,0,6026005
2730,6877191,7.00E+06,3147956,3600000,3182468,0
2731,8199810,2.00E+07,3759696,0,680850,9364156
2732,1118591,4.00E+06,1123623,0,0,1126080
